שנת לימודים,שם מחוז,שם רשות,סמל מוסד,שם מוסד,חמשון טיפוח,סטטוס מוסד,סוג חינוך מוסד,שלבי חינוך במוסד,מגזר,סוג פיקוח,מעמד משפטי, שעות הוראה,עלות  שעות הוראה,שעות פרטניות, שעות שהיה,שעות הדרכה,עלות תיקצוב שעות הדרכה,שעות איחוד משכורת , עלות תיקצוב שעות איחוד משכורת ,"שעות בודדות -חנ""מ - חופשות","עלות שעות בודדות -חנ""מ - חופשות","שכ""ל",גני ילדים,שירותי היקף,תקציב הסעות ,פרויקטים והעברות לרשויות מקומיות ובעלויות,שעות רשת חינוך עצמאי ומעיין חינוך תורני , עלות שעות רשת חינוך עצמאי ומעיין חינוך תורני ,שעות מוסדות פטור,עלות שעות מוסדות פטור,שירותי עזר - מוסדות פטור,מספר תלמידים בפועל חינוך רגיל,מספר תלמידים בפועל חינוך מיוחד, מס' כיתות  חינוך רגיל, מס' כיתות  חינוך מיוחד,"סה""כ תקציב שכר ותשלומים",הערות
תשעו,דרום,אילת,670208,"מקיף בנ""ע ימין הרצוג",חלש,פעיל,רגיל,"חט""ב ועליונה",יהודי,ממלכתי דתי,רשמי,230,"2,058,352",41,82,0,0,126,"830,896",0,0,"701,326",0,"140,591",0,"165,132",0,0,0,0,0,108,0,5.0,0.0,"3,896,297", 
תשעו,דרום,אופקים,610063,אשלים,חלש,פעיל,רגיל,יסודי בלבד,יהודי,ממלכתי,רשמי,617,"4,911,556",104,91,0,0,0,0,0,0,0,0,"524,922",0,"740,613",0,0,0,0,0,214,34,9.0,3.0,"6,177,092", 
תשעו,דרום,אופקים,610071,הגבעה,חלש,פעיל,רגיל,יסודי בלבד,יהודי,ממלכתי,רשמי,775,"6,180,850",131,117,0,0,0,0,519,"72,878",0,0,"774,023",0,"930,889",0,0,0,0,0,316,32,12.0,3.0,"7,958,641", 
תשעו,דרום,אופקים,612119,מורשת ישורון,בינוני,פעיל,רגיל,יסודי בלבד,יהודי,ממלכתי דתי,רשמי,584,"4,576,981",106,102,0,0,0,0,0,0,0,0,"341,693",0,"800,676",0,0,0,0,0,265,0,11.0,0.0,"5,719,350", 
תשעו,דרום,אופקים,612168,בית יעקב סיני, ,פעיל,רגיל,יסודי בלבד,יהודי,חרדי,מוכר,0,0,0,0,0,0,0,0,0,0,0,0,"178,939",0,"124,652",205,"1,258,065",0,0,0,98,0,4.0,0.0,"1,561,656", 
תשעו,דרום,אופקים,612887,"ת""ת תורת שמשון",חלש - בינוני,פעיל,רגיל,יסודי בלבד,יהודי,חרדי,פטור,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"8,922",0,0,179,"735,166","111,252",203,0,8.0,0.0,"855,339", 
תשעו,דרום,אופקים,612945,אביר יעקב,חלש,פעיל,רגיל,יסודי בלבד,יהודי,ממלכתי דתי,רשמי,352,"2,734,619",59,61,0,0,0,0,24,"3,370",0,0,"202,344",0,"532,513",0,0,0,0,0,155,0,6.0,0.0,"3,472,846", 
תשעו,דרום,אופקים,613265,דוד בן גוריון,חלש,פעיל,רגיל,יסודי בלבד,יהודי,ממלכתי,רשמי,568,"4,479,998",104,90,0,0,0,0,0,0,0,0,"352,898",0,"667,012",0,0,0,0,0,277,0,11.0,0.0,"5,499,908", 
תשעו,דרום,אופקים,613869,"ת""ת וב""י דרכי נועם",חלש,פעיל,רגיל,יסודי בלבד,יהודי,חרדי,מוכר,0,0,0,0,0,0,0,0,0,0,0,0,"201,887",0,"197,985",304,"1,865,618",0,0,0,95,17,4.5,1.0,"2,265,490", 
תשעו,דרום,אופקים,613950,"ב""י מעלות חיה",בינוני,פעיל,רגיל,יסודי בלבד,יהודי,חרדי,מוכר,0,0,0,0,0,0,0,0,0,0,0,0,"536,493",0,"395,609","1,143","7,014,477",0,0,0,585,8,19.0,1.0,"7,946,579", 
תשעו,דרום,אופקים,613976,"ת""ת דרכי חיים",חלש - בינוני,פעיל,רגיל,יסודי בלבד,יהודי,חרדי,מוכר,0,0,0,0,0,0,0,0,0,0,0,0,"348,763",0,"313,140",599,"3,418,679",0,0,0,222,24,9.0,2.0,"4,080,582", 
תשעו,דרום,אופקים,614297,שושנים לבנות,חלש - בינוני,פעיל,רגיל,יסודי בלבד,יהודי,חרדי,מוכר,0,0,0,0,0,0,0,0,0,0,0,0,"298,267",0,"77,131",467,"2,665,314",0,0,0,164,8,7.5,1.0,"3,040,711", 
תשעו,דרום,אופקים,614479,"ת""ת תורה לשמה",חלש - בינוני,פעיל,רגיל,יסודי בלבד,יהודי,חרדי,מוכר,0,0,0,0,0,0,0,0,0,0,0,0,"472,655",0,"560,000",461,"2,829,111",0,0,0,91,54,4.0,5.0,"3,861,766", 
תשעו,דרום,אופקים,614669,"ת""ת יסדת עוז",בינוני,פעיל,רגיל,יסודי בלבד,יהודי,חרדי,מוכר,0,0,0,0,0,0,0,0,0,0,0,0,"219,289",0,"26,313",389,"2,387,254",0,0,0,194,0,8.0,0.0,"2,632,857", 
תשעו,דרום,אופקים,615021,"חב""ד",חלש - בינוני,פעיל,רגיל,יסודי בלבד,יהודי,ממלכתי דתי,רשמי,343,"2,565,308",52,45,0,0,0,0,0,0,0,0,"176,066",0,"518,083",0,0,0,0,0,120,0,6.0,0.0,"3,259,457", 
תשעו,דרום,אופקים,615187,"ת""ת חניכי הישיבות",חלש - בינוני,פעיל,רגיל,יסודי בלבד,יהודי,חרדי,פטור,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"8,808",0,0,187,"767,970","111,252",191,0,8.0,0.0,"888,029", 
תשעו,דרום,אופקים,615773,חפץ חיים אהל אשר-אופ, ,פעיל,מיוחד,יסודי ועליונה,יהודי,חרדי,מוכר,0,0,0,0,0,0,0,0,0,0,0,0,"192,737",0,"848,827",0,0,0,0,0,0,26,0.0,3.0,"1,041,565", 
תשעו,דרום,אופקים,620435,"בי""ס בית אקשטיין", ,פעיל,מיוחד,יסודי ועליונה,יהודי,ממלכתי,מוכר,0,0,0,0,0,0,0,0,0,0,0,0,"1,986,148",0,"6,460,407",0,0,0,0,0,0,98,0.0,14.0,"8,446,555", 
תשעו,דרום,אופקים,640102,מוסדות בני עקיבא,חלש,פעיל,רגיל,"חט""ב ועליונה",יהודי,ממלכתי דתי,רשמי,614,"5,485,307",97,210,0,0,180,"1,188,336",96,"13,480","6,494,019",0,"431,565",0,"511,742",0,0,0,0,0,364,0,17.0,0.0,"14,124,449", 
תשעו,דרום,אופקים,640219,עלה נגב מרחבים, ,פעיל,מיוחד,יסודי ועליונה,יהודי,חרדי,מוכר,0,0,0,0,0,0,0,0,0,0,0,0,"259,526",0,"818,655",0,0,0,0,0,0,0,0.0,2.0,"1,078,182",תקצוב גבוה - מוסד רפואי
תשעו,דרום,אופקים,640664,בית יעקב נווה יוכבד,בינוני,פעיל,רגיל,עליונה בלבד,יהודי,חרדי,מוכר,0,0,0,0,0,0,0,0,0,0,"8,742,133",0,460,"322,612","275,068",0,0,0,0,0,555,0,16.0,0.0,"9,340,273", 
תשעו,דרום,אופקים,640714,ישיבת יוסף לקח,בינוני,פעיל,רגיל,עליונה בלבד,יהודי,חרדי,תרבותי-ייחודי,0,0,0,0,0,0,0,0,0,0,"1,002,296",0,0,0,"6,187",0,0,0,0,0,142,0,3.0,0.0,"1,008,482", 
תשעו,דרום,אופקים,641001,אזורי עתיד אופקים,חלש,פעיל,רגיל,עליונה בלבד,יהודי,ממלכתי,מוכר,0,0,0,0,0,0,0,0,0,0,"5,534,184",0,"1,001",0,"100,230",0,0,0,0,0,113,0,8.0,0.0,"5,635,415", 
תשעו,דרום,אופקים,641191,משגב האמהות,חלש - בינוני,פעיל,רגיל,עליונה בלבד,יהודי,חרדי,מוכר,0,0,0,0,0,0,0,0,0,0,"1,054,682",0,375,862,"49,881",0,0,0,0,0,48,0,4.0,0.0,"1,105,800", 
תשעו,דרום,אופקים,660050,משכן התלמוד,בינוני,פעיל,רגיל,עליונה בלבד,יהודי,חרדי,תרבותי-ייחודי,0,0,0,0,0,0,0,0,0,0,"247,492",0,0,0,"6,200",0,0,0,0,0,31,0,3.0,0.0,"253,692", 
תשעו,דרום,אופקים,770057,מדעים ואמנויות עמל 1,חלש,פעיל,רגיל,"חט""ב ועליונה",יהודי,ממלכתי,רשמי,820,"7,238,089",114,264,0,0,313,"2,071,678",241,"33,841","7,755,140",0,"1,282,847",0,"799,483",0,0,0,0,0,639,27,27.0,3.0,"19,181,079", 
תשעו,תל אביב,תל אביב-יפו,176149,מגדלות,בינוני - חזק,פעיל,רגיל,עליונה בלבד,יהודי,חרדי,מוכר,0,0,0,0,0,0,0,0,0,0,"1,146,600",0,320,0,"35,679",0,0,0,0,0,57,0,4.0,0.0,"1,182,599", 
תשעו,תל אביב,תל אביב-יפו,479055,סטודיו אנקורי, ,פעיל,רגיל,יסודי ועליונה,יהודי,ממלכתי,מוכר,0,0,0,0,0,0,0,0,0,0,"158,663",0,0,0,"571,403",0,0,0,0,0,92,0,4.0,0.0,"730,066", 
תשעו,תל אביב,תל אביב-יפו,503631,מרכז רפואי רעות, ,פעיל,מיוחד,יסודי ועליונה,יהודי,ממלכתי,מוכר,0,0,0,0,0,0,0,0,0,0,0,0,"408,990",0,"1,173,411",0,0,0,0,0,0,0,0.0,3.0,"1,582,400",תקצוב גבוה - מוסד רפואי
תשעו,תל אביב,תל אביב-יפו,510305,יפה נוף,בינוני,פעיל,רגיל,יסודי בלבד,יהודי,ממלכתי דתי,רשמי,333,"2,623,840",58,53,0,0,0,0,0,0,0,0,"173,643",0,"163,224",0,0,0,0,0,144,0,5.0,0.0,"2,960,706", 
תשעו,תל אביב,תל אביב-יפו,510479,אביב,חזק,פעיל,רגיל,יסודי בלבד,יהודי,ממלכתי,מוכר,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"645,907",0,0,0,0,0,138,0,5.0,0.0,"645,907", 
תשעו,תל אביב,תל אביב-יפו,510982,אהבת ציון,חזק,פעיל,רגיל,יסודי בלבד,יהודי,ממלכתי,רשמי,809,"6,296,548",138,136,0,0,0,0,0,0,0,0,"684,671",0,"64,577",0,0,0,0,0,653,0,19.0,0.0,"7,045,795", 
תשעו,תל אביב,תל אביב-יפו,511006,אוסישקין,חזק,פעיל,רגיל,יסודי בלבד,יהודי,ממלכתי,רשמי,583,"4,720,050",103,100,0,0,0,0,"1,564","219,617",0,0,"743,928",0,"191,053",0,0,0,0,0,243,21,10.0,3.0,"5,874,648", 
תשעו,תל אביב,תל אביב-יפו,511030,אילון,חזק,פעיל,רגיל,יסודי בלבד,יהודי,ממלכתי,רשמי,705,"5,652,075",124,122,0,0,0,0,0,0,0,0,"693,296",0,"30,808",0,0,0,0,0,397,26,14.0,3.0,"6,376,180", 
תשעו,תל אביב,תל אביב-יפו,511048,אילנות,חזק,פעיל,רגיל,יסודי בלבד,יהודי,ממלכתי,רשמי,615,"4,856,043",107,105,0,0,0,0,0,0,0,0,"526,156",0,"61,725",0,0,0,0,0,468,0,14.0,0.0,"5,443,924", 
תשעו,תל אביב,תל אביב-יפו,511071,אלחריזי,חזק,פעיל,רגיל,יסודי בלבד,יהודי,ממלכתי,רשמי,926,"7,474,147",175,173,0,0,0,0,0,0,0,0,"984,272",0,"79,101",0,0,0,0,0,545,71,17.0,6.0,"8,537,520", 
תשעו,תל אביב,תל אביב-יפו,511113,ביאליק,חלש,פעיל,רגיל,יסודי בלבד,יהודי,ממלכתי,רשמי,"1,220","9,511,404",218,216,0,0,0,0,0,0,0,0,"794,440",0,"584,865",0,0,0,0,0,690,0,25.0,0.0,"10,890,709", 
תשעו,תל אביב,תל אביב-יפו,511121,בלפור,חזק,פעיל,רגיל,יסודי בלבד,יהודי,ממלכתי,רשמי,856,"6,748,441",155,156,0,0,0,0,0,0,0,0,"753,197",0,"105,829",0,0,0,0,0,643,0,21.0,0.0,"7,607,467", 
תשעו,תל אביב,תל אביב-יפו,511162,הדקל,בינוני,פעיל,רגיל,יסודי בלבד,יהודי,ממלכתי,רשמי,700,"5,607,125",124,118,0,0,0,0,0,0,0,0,"595,516",0,"183,476",0,0,0,0,0,296,23,12.0,3.0,"6,386,117", 
תשעו,תל אביב,תל אביב-יפו,511170,גבורי ישראל,בינוני - חזק,פעיל,רגיל,יסודי בלבד,יהודי,ממלכתי,רשמי,604,"4,868,889",101,104,0,0,0,0,0,0,0,0,"602,039",0,"61,644",0,0,0,0,0,262,37,10.0,4.0,"5,532,572", 
תשעו,תל אביב,תל אביב-יפו,511188,"נופים ע""ש דוד רמז",בינוני - חזק,פעיל,רגיל,יסודי בלבד,יהודי,ממלכתי,רשמי,652,"5,092,145",114,111,0,0,0,0,30,"4,213",0,0,"434,636",0,"183,029",0,0,0,0,0,304,8,12.0,1.0,"5,714,023", 
תשעו,תל אביב,תל אביב-יפו,511196,איתמר בן אבי,בינוני,פעיל,רגיל,יסודי בלבד,יהודי,ממלכתי,רשמי,752,"6,154,699",136,133,0,0,0,0,30,"4,213",0,0,"768,604",0,"186,418",0,0,0,0,0,216,62,9.0,6.0,"7,113,933", 
תשעו,תל אביב,תל אביב-יפו,511204,גולומב,בינוני,פעיל,רגיל,יסודי בלבד,יהודי,ממלכתי,רשמי,577,"4,627,418",100,99,0,0,0,0,30,"4,213",0,0,"487,489",0,"144,734",0,0,0,0,0,206,35,9.0,3.0,"5,263,853", 
תשעו,תל אביב,תל אביב-יפו,511212,א. ד. גורדון,חזק,פעיל,רגיל,יסודי בלבד,יהודי,ממלכתי,רשמי,592,"4,640,903",101,99,0,0,0,0,0,0,0,0,"532,938",0,"39,980",0,0,0,0,0,465,0,13.0,0.0,"5,213,820", 
תשעו,תל אביב,תל אביב-יפו,511220,גרץ,חזק,פעיל,רגיל,יסודי בלבד,יהודי,ממלכתי,רשמי,917,"7,151,824",159,160,0,0,0,0,0,0,0,0,"591,168",0,"130,110",0,0,0,0,0,559,0,26.0,0.0,"7,873,103", 
תשעו,תל אביב,תל אביב-יפו,511246,דוד ילין,חזק,פעיל,רגיל,יסודי בלבד,יהודי,ממלכתי,רשמי,701,"5,512,381",123,119,0,0,0,0,0,0,0,0,"621,984",0,"48,564",0,0,0,0,0,502,9,16.0,1.0,"6,182,929", 
תשעו,תל אביב,תל אביב-יפו,511261,דוד בלוך,חזק,פעיל,רגיל,יסודי בלבד,יהודי,ממלכתי,רשמי,602,"4,709,540",111,118,0,0,0,0,0,0,0,0,"452,766",0,"41,977",0,0,0,0,0,406,0,14.0,0.0,"5,204,283", 
תשעו,תל אביב,תל אביב-יפו,511279,הגליל,בינוני,פעיל,רגיל,יסודי בלבד,יהודי,ממלכתי,רשמי,786,"6,237,410",133,128,0,0,0,0,0,0,0,0,"693,375",0,"193,645",0,0,0,0,0,299,29,12.0,4.0,"7,124,431", 
תשעו,תל אביב,תל אביב-יפו,511329,היובל,חזק,פעיל,רגיל,יסודי בלבד,יהודי,ממלכתי,רשמי,746,"5,970,327",137,138,0,0,0,0,0,0,0,0,"724,127",0,"60,446",0,0,0,0,0,484,18,16.0,2.0,"6,754,900", 
תשעו,תל אביב,תל אביב-יפו,511337,הירדן,חלש,פעיל,רגיל,יסודי בלבד,יהודי,ממלכתי,רשמי,639,"4,984,053",131,132,0,0,0,0,0,0,0,0,"414,741",0,"335,101",0,0,0,0,0,317,0,11.0,0.0,"5,733,894", 
תשעו,תל אביב,תל אביב-יפו,511352,גבריאלי-הכרמל,חזק,פעיל,רגיל,יסודי בלבד,יהודי,ממלכתי,רשמי,954,"7,509,340",178,175,0,0,0,0,0,0,0,0,"756,953",0,"88,366",0,0,0,0,0,707,0,21.0,0.0,"8,354,659", 
תשעו,תל אביב,תל אביב-יפו,511451,שרת,בינוני - חזק,פעיל,רגיל,יסודי בלבד,יהודי,ממלכתי,רשמי,690,"5,729,705",122,119,0,0,0,0,"2,047","287,440",0,0,"1,045,579",0,"320,805",0,0,0,0,0,208,49,8.0,8.0,"7,383,528", 
תשעו,תל אביב,תל אביב-יפו,511477,קרית חינוך יפו,בינוני,פעיל,רגיל,יסודי בלבד,יהודי,ממלכתי,רשמי,473,"3,720,797",84,82,0,0,0,0,0,0,0,0,"235,744",0,"78,892",0,0,0,0,0,202,0,7.0,0.0,"4,035,432", 
תשעו,תל אביב,תל אביב-יפו,511485,טרה סנטה,בינוני - חזק,פעיל,רגיל,יסודי בלבד,ערבי,ממלכתי,מוכר,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1,675,772",0,0,0,0,0,249,0,9.0,0.0,"1,675,772", 
תשעו,תל אביב,תל אביב-יפו,511576,מגן,חזק,פעיל,רגיל,יסודי בלבד,יהודי,ממלכתי,רשמי,752,"5,994,537",129,128,0,0,0,0,590,"82,848",0,0,"793,183",0,"235,263",0,0,0,0,0,442,12,15.0,2.0,"7,105,831", 
תשעו,תל אביב,תל אביב-יפו,511634,צהלה,חזק,פעיל,רגיל,יסודי בלבד,יהודי,ממלכתי,רשמי,789,"6,235,489",136,143,0,0,0,0,0,0,0,0,"592,734",0,"37,874",0,0,0,0,0,566,0,19.0,0.0,"6,866,097", 
תשעו,תל אביב,תל אביב-יפו,511642,רוקח,בינוני - חזק,פעיל,רגיל,יסודי בלבד,יהודי,ממלכתי,רשמי,725,"5,819,147",129,128,0,0,0,0,0,0,0,0,"631,978",0,"99,893",0,0,0,0,0,393,31,15.0,3.0,"6,551,018", 
תשעו,תל אביב,תל אביב-יפו,511667,רמת החיל,חזק,פעיל,רגיל,יסודי בלבד,יהודי,ממלכתי,רשמי,809,"6,374,740",140,142,0,0,0,0,0,0,0,0,"667,915",0,"96,176",0,0,0,0,0,612,0,18.0,0.0,"7,138,830", 
תשעו,תל אביב,תל אביב-יפו,511675,שפירא,בינוני - חזק,פעיל,רגיל,יסודי בלבד,יהודי,ממלכתי,רשמי,345,"2,700,451",56,59,0,0,0,0,0,0,0,0,"206,112",0,"58,251",0,0,0,0,0,190,0,7.0,0.0,"2,964,814", 
תשעו,תל אביב,תל אביב-יפו,511725,תל-נורדוי,חזק,פעיל,רגיל,יסודי בלבד,יהודי,ממלכתי,רשמי,669,"5,275,552",117,118,0,0,0,0,0,0,0,0,"504,158",0,"63,146",0,0,0,0,0,434,0,16.0,0.0,"5,842,855", 
תשעו,תל אביב,תל אביב-יפו,511782,דיזנגוף,חלש - בינוני,פעיל,רגיל,יסודי בלבד,יהודי,ממלכתי דתי,רשמי,767,"6,027,907",133,122,0,0,0,0,0,0,0,0,"481,544",0,"284,075",0,0,0,0,0,261,70,13.0,2.0,"6,793,526", 
תשעו,תל אביב,תל אביב-יפו,511790,בעל שם טוב מד,בינוני,פעיל,רגיל,יסודי בלבד,יהודי,ממלכתי דתי,רשמי,600,"4,671,273",123,113,0,0,0,0,20,"2,808",0,0,"439,436",0,"347,521",0,0,0,0,0,289,12,11.0,1.0,"5,461,038", 
תשעו,תל אביב,תל אביב-יפו,511865,מודיעים מד,חלש - בינוני,פעיל,רגיל,יסודי בלבד,יהודי,ממלכתי דתי,רשמי,394,"3,104,001",72,65,0,0,0,0,0,0,0,0,"234,524",0,"279,290",0,0,0,0,0,152,0,7.0,0.0,"3,617,815", 
תשעו,תל אביב,תל אביב-יפו,511881,מוריה מד,חזק,פעיל,רגיל,יסודי בלבד,יהודי,ממלכתי דתי,רשמי,566,"4,404,868",91,86,0,0,0,0,0,0,0,0,"405,181",0,"72,409",0,0,0,0,0,343,0,12.0,0.0,"4,882,458", 
תשעו,תל אביב,תל אביב-יפו,511907,מירון מד,חזק,פעיל,רגיל,יסודי בלבד,יהודי,ממלכתי דתי,רשמי,532,"4,139,755",92,84,0,0,0,0,40,"5,617",0,0,"309,077",0,"188,736",0,0,0,0,0,288,0,12.0,0.0,"4,643,185", 
תשעו,תל אביב,תל אביב-יפו,511931,"עמיאל רמב""ם מד",חלש - בינוני,פעיל,רגיל,יסודי בלבד,יהודי,ממלכתי דתי,רשמי,425,"3,358,270",94,88,0,0,0,0,0,0,0,0,"318,194",0,"211,351",0,0,0,0,0,181,10,6.0,1.0,"3,887,815", 
תשעו,תל אביב,תל אביב-יפו,511949,עציון מד,בינוני - חזק,פעיל,רגיל,יסודי בלבד,יהודי,ממלכתי דתי,רשמי,557,"4,400,555",99,95,0,0,0,0,0,0,0,0,"391,648",0,"178,569",0,0,0,0,0,330,0,12.0,0.0,"4,970,772", 
תשעו,תל אביב,תל אביב-יפו,511998,אלומות מד,בינוני - חזק,פעיל,רגיל,יסודי בלבד,יהודי,ממלכתי דתי,רשמי,536,"4,214,719",112,106,0,0,0,0,0,0,0,0,"355,301",0,"267,986",0,0,0,0,0,255,14,10.0,1.0,"4,838,007", 
תשעו,תל אביב,תל אביב-יפו,512038,שרשים מד,חלש - בינוני,פעיל,רגיל,יסודי בלבד,יהודי,ממלכתי דתי,רשמי,604,"4,734,189",101,96,0,0,0,0,0,0,0,0,"471,298",0,"329,351",0,0,0,0,0,195,31,8.0,3.0,"5,534,838", 
תשעו,תל אביב,תל אביב-יפו,512087,"חב""ד בנות",בינוני - חזק,פעיל,רגיל,יסודי בלבד,יהודי,ממלכתי דתי,רשמי,416,"3,270,181",78,70,0,0,0,0,0,0,0,0,"221,783",0,"109,919",0,0,0,0,0,195,0,8.0,0.0,"3,601,882", 
תשעו,תל אביב,תל אביב-יפו,512293,"תלמוד תורה חב""ד",בינוני - חזק,פעיל,רגיל,יסודי בלבד,יהודי,חרדי,רשמי,393,"3,096,546",67,67,0,0,0,0,0,0,0,0,"145,543",0,"17,502",0,0,0,0,0,154,0,6.0,0.0,"3,259,592", 
תשעו,תל אביב,תל אביב-יפו,512301,"ב""י בית הילד",חזק,פעיל,רגיל,יסודי בלבד,יהודי,חרדי,מוכר,0,0,0,0,0,0,0,0,0,0,0,0,"197,337",0,"28,034",364,"2,233,832",0,0,0,222,0,8.0,0.0,"2,459,202", 
תשעו,תל אביב,תל אביב-יפו,512327,ק.יעקב שערי ציון,בינוני,פעיל,רגיל,יסודי בלבד,יהודי,חרדי,מוכר,0,0,0,0,0,0,0,0,0,0,0,0,"409,137",0,"142,513",559,"3,430,527",0,0,0,274,0,9.5,0.0,"3,982,177", 
תשעו,תל אביב,תל אביב-יפו,512350,"ב""י קרית הרים לוין",חזק,פעיל,רגיל,יסודי בלבד,יהודי,חרדי,מוכר,0,0,0,0,0,0,0,0,0,0,0,0,"197,337",0,"37,251",321,"1,969,945",0,0,0,169,0,7.5,0.0,"2,204,532", 
תשעו,תל אביב,תל אביב-יפו,512368,"ת""ת יסודי התורה ת""א",בינוני - חזק,פעיל,רגיל,יסודי בלבד,יהודי,חרדי,מוכר,0,0,0,0,0,0,0,0,0,0,0,0,"197,337",0,"65,479",211,"1,294,886",0,0,0,110,0,5.0,0.0,"1,557,701", 
תשעו,תל אביב,תל אביב-יפו,512392,"בית יעקב רסג ת""א",בינוני - חזק,פעיל,רגיל,יסודי בלבד,יהודי,חרדי,מוכר,0,0,0,0,0,0,0,0,0,0,0,0,"197,337",0,"37,951",352,"2,160,189",0,0,0,193,0,8.0,0.0,"2,395,477", 
תשעו,תל אביב,תל אביב-יפו,512418,בית יעקב לבנדה,בינוני,פעיל,רגיל,יסודי בלבד,יהודי,חרדי,מוכר,0,0,0,0,0,0,0,0,0,0,0,0,"525,517",0,"292,891",807,"4,952,478",0,0,0,307,28,12.0,3.0,"5,770,886", 
תשעו,תל אביב,תל אביב-יפו,512442,ניצנים,חזק,פעיל,רגיל,יסודי בלבד,יהודי,ממלכתי,רשמי,530,"4,182,553",88,88,0,0,0,0,0,0,0,0,"466,468",0,"80,136",0,0,0,0,0,400,0,12.0,0.0,"4,729,157", 
תשעו,תל אביב,תל אביב-יפו,512467,ישגב,חזק,פעיל,רגיל,יסודי בלבד,יהודי,ממלכתי,רשמי,792,"6,340,964",138,139,0,0,0,0,997,"139,999",0,0,"814,641",0,"227,464",0,0,0,0,0,467,12,16.0,2.0,"7,523,068", 
תשעו,תל אביב,תל אביב-יפו,512905,ארזים,חזק,פעיל,רגיל,יסודי בלבד,יהודי,ממלכתי,רשמי,761,"5,918,735",131,127,0,0,0,0,0,0,0,0,"589,467",0,"78,626",0,0,0,0,0,564,0,18.0,0.0,"6,586,829", 
תשעו,תל אביב,תל אביב-יפו,512913,החשמונאים,חלש - בינוני,פעיל,רגיל,יסודי בלבד,יהודי,ממלכתי,רשמי,694,"5,543,983",125,117,0,0,0,0,115,"16,148",0,0,"470,890",0,"126,530",0,0,0,0,0,257,19,12.0,2.0,"6,157,550", 
תשעו,תל אביב,תל אביב-יפו,513044,תל חי,בינוני,פעיל,רגיל,יסודי בלבד,יהודי,ממלכתי,רשמי,877,"6,947,690",155,165,0,0,0,0,440,"61,785",0,0,"791,928",0,"195,859",0,0,0,0,0,576,5,20.0,1.0,"7,997,262", 
תשעו,תל אביב,תל אביב-יפו,513051,בבלי,חזק,פעיל,רגיל,יסודי בלבד,יהודי,ממלכתי,רשמי,886,"6,880,150",155,149,0,0,0,0,0,0,0,0,"745,839",0,"67,720",0,0,0,0,0,671,0,21.0,0.0,"7,693,709", 
תשעו,תל אביב,תל אביב-יפו,513077,ארן,חזק,פעיל,רגיל,יסודי בלבד,יהודי,ממלכתי,רשמי,767,"6,108,352",140,135,0,0,0,0,0,0,0,0,"655,187",0,"115,967",0,0,0,0,0,465,20,16.0,2.0,"6,879,506", 
תשעו,תל אביב,תל אביב-יפו,513283,ישיבת תורה והוראה,בינוני,פעיל,רגיל,יסודי בלבד,יהודי,חרדי,מוכר,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1,300,316",0,0,0,0,0,173,0,7.5,0.0,"1,300,316", 
תשעו,תל אביב,תל אביב-יפו,513341,רמת אביב,חזק,פעיל,רגיל,יסודי בלבד,יהודי,ממלכתי,רשמי,"1,010","7,986,276",187,182,0,0,0,0,0,0,0,0,"856,689",0,"111,758",0,0,0,0,0,804,0,24.0,0.0,"8,954,723", 
תשעו,תל אביב,תל אביב-יפו,513408,כפיר,בינוני - חזק,פעיל,רגיל,יסודי בלבד,יהודי,ממלכתי,רשמי,766,"6,168,781",137,130,0,0,0,0,0,0,0,0,"751,845",0,"149,706",0,0,0,0,0,353,29,12.0,4.0,"7,070,331", 
תשעו,תל אביב,תל אביב-יפו,513630,"ע""ש נעמי שמר",חזק,פעיל,רגיל,יסודי בלבד,יהודי,ממלכתי,רשמי,831,"6,568,990",160,151,0,0,0,0,0,0,0,0,"645,242",0,"41,498",0,0,0,0,0,596,0,19.0,0.0,"7,255,729", 
תשעו,תל אביב,תל אביב-יפו,513655,לאמנויות,חזק,פעיל,רגיל,יסודי בלבד,יהודי,ממלכתי,רשמי,785,"6,215,679",136,134,0,0,0,0,507,"71,193",0,0,"670,880",0,"157,173",0,0,0,0,0,482,8,18.0,1.0,"7,114,924", 
תשעו,תל אביב,תל אביב-יפו,513689,לטבע סביבה וחברה,חזק,פעיל,רגיל,יסודי בלבד,יהודי,ממלכתי,רשמי,687,"5,251,043",109,104,0,0,0,0,0,0,0,0,"513,849",0,"32,666",0,0,0,0,0,490,0,18.0,0.0,"5,797,558", 
תשעו,תל אביב,תל אביב-יפו,514000,"ת""ת בעל""ז",בינוני - חזק,פעיל,רגיל,יסודי בלבד,יהודי,חרדי,מוכר,0,0,0,0,0,0,0,0,0,0,0,0,"178,939",0,"13,510",149,"914,398",0,0,0,100,0,4.0,0.0,"1,106,848", 
תשעו,תל אביב,תל אביב-יפו,514166,"ת""ת רש""י",חלש - בינוני,פעיל,רגיל,יסודי בלבד,יהודי,חרדי,מוכר,0,0,0,0,0,0,0,0,0,0,0,0,"195,727",0,"45,226",236,"1,346,925",0,0,0,111,0,4.5,0.0,"1,587,878", 
