שנת לימודים,שם מחוז,שם רשות,סמל מוסד,שם מוסד,חמשון טיפוח,סטטוס מוסד,סוג חינוך מוסד,שלבי חינוך במוסד,מגזר,סוג פיקוח,מעמד משפטי, שעות הוראה,עלות  שעות הוראה,שעות פרטניות, שעות שהיה,שעות הדרכה,עלות תיקצוב שעות הדרכה,שעות איחוד משכורת , עלות תיקצוב שעות איחוד משכורת ,"שעות בודדות -חנ""מ - חופשות","עלות שעות בודדות -חנ""מ - חופשות","שכ""ל",גני ילדים,שירותי היקף,תקציב הסעות ,פרויקטים והעברות לרשויות מקומיות ובעלויות,שעות רשת חינוך עצמאי ומעיין חינוך תורני , עלות שעות רשת חינוך עצמאי ומעיין חינוך תורני ,שעות מוסדות פטור,עלות שעות מוסדות פטור,שירותי עזר - מוסדות פטור,מספר תלמידים בפועל חינוך רגיל,מספר תלמידים בפועל חינוך מיוחד, מס' כיתות  חינוך רגיל, מס' כיתות  חינוך מיוחד,"סה""כ תקציב שכר ותשלומים",הערות
תשעו,מרכז,גדרה,442475,אחוזת גדרה - יסודי, ,פעיל,רגיל,יסודי בלבד,יהודי,ממלכתי,רשמי,137,"1,064,184",18,16,0,0,0,0,0,0,0,0,"70,968",0,"9,497",0,0,0,0,0,61,0,2.0,0.0,"1,144,649", 
תשעו,מרכז,גדרה,442483,אזורים,חזק,פעיל,רגיל,יסודי בלבד,יהודי,ממלכתי,רשמי,668,"5,278,553",120,102,0,0,0,0,0,0,0,0,"620,867",0,"47,697",0,0,0,0,0,452,10,15.0,1.0,"5,947,117", 
תשעו,מרכז,גדרה,444026,קריית חינוך נתיבי נועם דרכא,חלש - בינוני,פעיל,רגיל,"חט""ב ועליונה",יהודי,ממלכתי דתי,רשמי,332,"2,969,907",57,116,0,0,210,"1,388,421",50,"7,021","1,524,893",0,"314,600",0,"260,611",0,0,0,0,0,265,9,11.0,1.0,"6,465,454", 
תשעו,מרכז,גבעת שמואל,410324,אלון,חזק,פעיל,רגיל,יסודי בלבד,יהודי,ממלכתי,רשמי,770,"6,019,777",138,136,0,0,0,0,34,"4,774",0,0,"622,527",0,"127,250",0,0,0,0,0,450,19,16.0,2.0,"6,774,328", 
תשעו,מרכז,גבעת שמואל,413443,בן גוריון,חזק,פעיל,רגיל,יסודי בלבד,יהודי,ממלכתי,רשמי,640,"4,888,049",98,92,0,0,0,0,26,"3,651",0,0,"440,334",0,"82,821",0,0,0,0,0,389,0,15.0,0.0,"5,414,855", 
תשעו,מרכז,גבעת שמואל,413740,"ממ""ד מורשת מנחם",חזק,פעיל,רגיל,יסודי בלבד,יהודי,ממלכתי דתי,רשמי,"1,046","8,135,171",208,191,0,0,0,0,90,"12,638",0,0,"787,758",0,"170,358",0,0,0,0,0,702,0,22.0,0.0,"9,105,925", 
תשעו,מרכז,גבעת שמואל,415117,"ממ""ד מורשת זבולון",חזק,פעיל,רגיל,יסודי בלבד,יהודי,ממלכתי דתי,רשמי,"1,061","8,425,405",227,215,0,0,0,0,40,"5,617",0,0,"988,487",0,"145,205",0,0,0,0,0,697,24,21.0,3.0,"9,564,713", 
תשעו,מרכז,גבעת שמואל,416636,מורשת נריה,חזק,פעיל,רגיל,יסודי בלבד,יהודי,ממלכתי דתי,רשמי,813,"6,365,780",176,156,0,0,0,0,0,0,0,0,"645,468",0,"82,638",0,0,0,0,0,562,0,18.0,0.0,"7,093,886", 
תשעו,מרכז,גבעת שמואל,441634,ישיבת בני עקיבא,חזק,פעיל,רגיל,"חט""ב ועליונה",יהודי,ממלכתי דתי,רשמי,786,"6,998,527",115,250,0,0,244,"1,612,055",185,"25,978","5,717,293",0,"922,464",0,"524,763",0,0,0,0,0,825,9,25.0,1.0,"15,801,081", 
תשעו,מרכז,גבעת שמואל,444620,אולפנה לבנות,חזק,פעיל,רגיל,"חט""ב ועליונה",יהודי,ממלכתי דתי,רשמי,567,"4,992,139",75,155,0,0,94,"620,990",104,"14,604","3,565,454",0,"657,552",0,"294,045",0,0,0,0,0,495,0,17.0,0.0,"10,144,785", 
תשעו,מרכז,ג'לג'וליה,418244,ממלכתי א',חלש - בינוני,פעיל,רגיל,יסודי בלבד,ערבי,ממלכתי,רשמי,805,"6,291,722",133,126,0,0,0,0,30,"4,213",0,0,"750,051",0,"838,920",0,0,0,0,0,450,35,16.0,3.0,"7,884,906", 
תשעו,מרכז,ג'לג'וליה,418335,ממלכתי ב',בינוני,פעיל,רגיל,יסודי בלבד,ערבי,ממלכתי,רשמי,943,"7,659,062",190,173,0,0,0,0,"1,364","191,533",0,0,"1,049,718",0,"654,617",0,0,0,0,0,390,54,16.0,7.0,"9,554,930", 
תשעו,מרכז,ג'לג'וליה,418418,אג'יאל,בינוני,פעיל,רגיל,יסודי בלבד,ערבי,ממלכתי,רשמי,644,"5,174,603",114,107,0,0,0,0,0,0,0,0,"634,769",0,"635,096",0,0,0,0,0,340,31,13.0,3.0,"6,444,468", 
תשעו,מרכז,ג'לג'וליה,448050,מדעים ותיכון גלגוליה,חלש - בינוני,פעיל,רגיל,עליונה בלבד,ערבי,ממלכתי,מוכר,0,0,0,0,0,0,0,0,0,0,"9,324,167",0,"1,197",0,"839,126",0,0,0,0,0,490,0,15.0,0.0,"10,164,490", 
תשעו,מרכז,ג'לג'וליה,448316,"חט""ב ג'לג'וליה",בינוני,פעיל,רגיל,"חט""ב בלבד",ערבי,ממלכתי,רשמי,"1,075","9,662,076",179,367,0,0,0,0,30,"4,213",0,0,"1,371,716",0,"278,093",0,0,0,0,0,604,21,20.0,2.0,"11,316,097", 
תשעו,מרכז,ברנר,411835,בית אור,חזק,פעיל,רגיל,יסודי בלבד,יהודי,ממלכתי,רשמי,"1,133","9,007,450",200,198,0,0,0,0,565,"79,337",0,0,"869,004",0,"185,409",0,0,0,0,0,767,14,24.0,2.0,"10,141,201", 
תשעו,מרכז,ברנר,417238,בראשית,חזק,פעיל,רגיל,יסודי בלבד,יהודי,ממלכתי,רשמי,593,"4,684,393",103,92,0,0,0,0,45,"6,319",0,0,"367,223",0,"33,874",0,0,0,0,0,389,0,14.0,0.0,"5,091,809", 
תשעו,מרכז,ברנר,471045,"אורט ח""א תל נוף",בינוני - חזק,פעיל,רגיל,עליונה בלבד,יהודי,ממלכתי,מוכר,0,0,0,0,0,0,0,0,0,0,"1,252,915",0,0,0,"42,245",0,0,0,0,0,54,0,2.0,0.0,"1,295,160", 
תשעו,מרכז,ברנר,770065,מקיף אזורי ברנר,חזק,פעיל,רגיל,עליונה בלבד,יהודי,ממלכתי,מוכר,0,0,0,0,0,0,0,0,0,0,"24,047,292",0,"1,467","127,049","1,013,292",0,0,0,0,0,"1,054",0,38.0,0.0,"25,189,101", 
תשעו,מרכז,"בני עי""ש",413153,"ממ""ד אפרתי",בינוני,פעיל,רגיל,יסודי בלבד,יהודי,ממלכתי דתי,רשמי,340,"2,681,101",61,58,0,0,0,0,20,"2,808",0,0,"213,295",0,"156,917",0,0,0,0,0,180,0,7.0,0.0,"3,054,121", 
תשעו,מרכז,"בני עי""ש",414953,ממלכתי חדשני אופק,בינוני,פעיל,רגיל,יסודי בלבד,יהודי,ממלכתי,רשמי,348,"2,711,087",55,54,0,0,0,0,0,0,0,0,"320,911",0,"27,494",0,0,0,0,0,189,7,6.0,1.0,"3,059,492", 
תשעו,מרכז,בית דגן,410175,"ממ""ד רמב""ם",חזק,פעיל,רגיל,יסודי בלבד,יהודי,ממלכתי דתי,רשמי,301,"2,251,837",40,38,0,0,0,0,44,"6,178",0,0,"211,155",0,"113,606",0,0,0,0,0,166,10,6.0,1.0,"2,582,776", 
תשעו,מרכז,בית דגן,415042,ממלכתי שדות -רמז,חזק,פעיל,רגיל,יסודי בלבד,יהודי,ממלכתי,רשמי,698,"5,482,233",129,118,0,0,0,0,32,"4,493",0,0,"442,878",0,"112,036",0,0,0,0,0,436,9,15.0,1.0,"6,041,641", 
תשעו,מרכז,באר יעקב,410100,צאלון,חזק,פעיל,רגיל,יסודי בלבד,יהודי,ממלכתי,רשמי,"1,070","8,267,765",187,175,0,0,0,0,50,"7,021",0,0,"929,175",0,"-52,536",0,0,0,0,0,784,0,25.0,0.0,"9,151,424", 
תשעו,מרכז,באר יעקב,412429,"ב""י באר יעקב",בינוני - חזק,פעיל,רגיל,יסודי בלבד,יהודי,חרדי,מוכר,0,0,0,0,0,0,0,0,0,0,0,0,"262,584",0,"55,080",500,"3,068,450",0,0,0,292,0,11.0,0.0,"3,386,114", 
תשעו,מרכז,באר יעקב,415992,"יסודי מ""מ רמון",חזק,פעיל,רגיל,יסודי בלבד,יהודי,ממלכתי,רשמי,739,"5,803,956",124,111,0,0,0,0,65,"9,127",0,0,"592,901",0,"-119,114",0,0,0,0,0,479,15,16.0,1.0,"6,286,870", 
תשעו,מרכז,באר יעקב,420133,מח ילדים אסף הרופא, ,פעיל,מיוחד,יסודי בלבד,יהודי,ממלכתי,רשמי,722,"6,220,604",116,118,0,0,0,0,"2,764","388,121",0,0,"1,336,506",0,"293,003",0,0,0,0,0,0,34,0.0,12.0,"8,238,234",תקצוב גבוה - מוסד רפואי
תשעו,מרכז,באר יעקב,424010,תלמוד תורה באר יעקב,בינוני - חזק,פעיל,רגיל,יסודי בלבד,יהודי,חרדי,פטור,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"9,292",0,0,191,"785,325","111,252",240,0,8.0,0.0,"905,869", 
תשעו,מרכז,באר יעקב,440206,תיכון דתי באר יעקב,בינוני,פעיל,רגיל,עליונה בלבד,יהודי,חרדי,מוכר,0,0,0,0,0,0,0,0,0,0,"14,003,183",0,730,"431,716","634,958",0,0,0,0,0,434,33,21.0,1.0,"15,070,587", 
תשעו,מרכז,באר יעקב,442145,ישיבת פונוביץ,חזק,פעיל,רגיל,עליונה בלבד,יהודי,חרדי,תרבותי-ייחודי,0,0,0,0,0,0,0,0,0,0,"658,592",0,0,0,"5,513",0,0,0,0,0,91,0,3.0,0.0,"664,105", 
תשעו,מרכז,באר יעקב,442491,תלמים,חזק,פעיל,רגיל,יסודי בלבד,יהודי,ממלכתי,רשמי,719,"5,533,878",122,110,0,0,0,0,45,"6,319",0,0,"578,584",0,"-46,583",0,0,0,0,0,520,0,17.0,0.0,"6,072,198", 
תשעו,מרכז,באר יעקב,442806,הדרים,בינוני - חזק,פעיל,רגיל,"חט""ב ועליונה",יהודי,ממלכתי,רשמי,837,"7,501,356",133,290,0,0,0,0,160,"22,467",0,0,"949,810",0,"118,630",0,0,0,0,0,442,24,13.0,3.0,"8,592,263", 
תשעו,מרכז,באר יעקב,444711,ישיבת שארית יוסף,בינוני - חזק,פעיל,רגיל,עליונה בלבד,יהודי,חרדי,תרבותי-ייחודי,0,0,0,0,0,0,0,0,0,0,"104,565",0,0,0,"5,737",0,0,0,0,0,14,0,1.0,0.0,"110,301", 
תשעו,מרכז,באר יעקב,476986,מכללה טכנו חיל חימוש,בינוני - חזק,פעיל,רגיל,עליונה בלבד,יהודי,ממלכתי,מוכר,0,0,0,0,0,0,0,0,0,0,"635,975",0,972,0,"83,093",0,0,0,0,0,67,0,5.0,0.0,"720,040", 
תשעו,מרכז,באר יעקב,480178,"מקיף ע""ש ז'בוטינסקי",בינוני - חזק,פעיל,רגיל,"חט""ב ועליונה",יהודי,ממלכתי,רשמי,710,"6,555,600",95,219,0,0,4,"27,005",0,0,"17,119,514",0,"1,362,754","79,758","1,216,559",0,0,0,0,0,961,0,36.0,0.0,"26,361,189", 
תשעו,מרכז,באר יעקב,482018,"רשב""י", ,פעיל,רגיל,יסודי בלבד,יהודי,ממלכתי דתי,רשמי,80,"590,959",6,5,0,0,0,0,10,"1,404",0,0,"32,853",0,"-9,297",0,0,0,0,0,16,0,0.5,0.0,"615,919", 
תשעו,מרכז,אריאל,413377,ממל' נחשונים,בינוני,פעיל,רגיל,יסודי בלבד,יהודי,ממלכתי,רשמי,597,"4,645,578",97,87,0,0,0,0,36,"5,055",0,0,"421,097",0,"373,225",0,0,0,0,0,347,0,12.0,0.0,"5,444,956", 
תשעו,מרכז,אריאל,414292,נווה אריאל,בינוני - חזק,פעיל,רגיל,יסודי בלבד,יהודי,חרדי,מוכר,0,0,0,0,0,0,0,0,0,0,0,0,"310,094",0,"150,786",532,"3,036,289",0,0,0,255,0,9.0,0.0,"3,497,169", 
תשעו,מרכז,אריאל,414417,ממל' עליזה בגין,חלש - בינוני,פעיל,רגיל,יסודי בלבד,יהודי,ממלכתי,רשמי,560,"4,620,850",93,92,0,0,0,0,30,"4,213",0,0,"732,425",0,"379,917",0,0,0,0,0,147,59,6.0,6.0,"5,737,404", 
תשעו,מרכז,אריאל,414557,"ממ""ד אור זבולון",בינוני,פעיל,רגיל,יסודי בלבד,יהודי,ממלכתי דתי,רשמי,771,"6,141,551",129,115,0,0,0,0,20,"2,808",0,0,"884,279",0,"399,404",0,0,0,0,0,224,43,9.0,7.0,"7,428,042", 
תשעו,מרכז,אריאל,414581,ממל' מילקין,בינוני,פעיל,רגיל,יסודי בלבד,יהודי,ממלכתי,רשמי,733,"5,563,687",106,111,0,0,0,0,36,"5,055",0,0,"521,285",0,"398,385",0,0,0,0,0,417,0,15.0,0.0,"6,488,412", 
תשעו,מרכז,אריאל,440925,מקיף אריאל,בינוני - חזק,פעיל,רגיל,"חט""ב ועליונה",יהודי,ממלכתי,רשמי,"1,010","9,039,339",140,306,0,0,317,"2,098,219",150,"21,063","12,416,940",0,"1,432,515",0,"1,059,216",0,0,0,0,0,891,49,32.0,5.0,"26,067,293", 
תשעו,מרכז,אריאל,521898,המרכז לעיצוב ולטכנול, ,פעיל,רגיל,עליונה בלבד,יהודי,ממלכתי,מוכר,0,0,0,0,0,0,0,0,0,0,"257,745",0,0,0,"1,171",0,0,0,0,0,22,0,1.0,0.0,"258,916", 
תשעו,מרכז,אלקנה,413690,"ממ""ד יסודי אלקנה",חזק,פעיל,רגיל,יסודי בלבד,יהודי,ממלכתי דתי,רשמי,"1,000","7,958,354",189,180,0,0,0,0,40,"5,617",0,0,"816,546",0,"153,377",0,0,0,0,0,603,12,19.0,2.0,"8,933,894", 
תשעו,מרכז,אלקנה,420026,ישיבת מערב שומרון,חזק,פעיל,רגיל,"חט""ב ועליונה",יהודי,ממלכתי דתי,רשמי,354,"3,159,122",53,115,0,0,88,"579,143",89,"12,497","2,165,941",0,"436,652",0,"268,036",0,0,0,0,0,364,0,13.0,0.0,"6,621,392", 
תשעו,מרכז,אלקנה,440883,אולפנא השומרון,חזק,פעיל,רגיל,"חט""ב ועליונה",יהודי,ממלכתי דתי,רשמי,405,"3,603,342",63,127,0,0,120,"795,908",70,"9,829","4,863,622",0,"491,013",0,"671,412",0,0,0,0,0,463,0,15.0,0.0,"10,435,127", 
תשעו,מרכז,אלפי מנשה,414318,ממ' צופה שרון,בינוני - חזק,פעיל,רגיל,יסודי בלבד,יהודי,ממלכתי,רשמי,915,"7,085,780",183,183,0,0,0,0,32,"4,493",0,0,"873,688",0,"134,707",0,0,0,0,0,704,0,21.0,0.0,"8,098,668", 
תשעו,מרכז,אלפי מנשה,416503,נופי החורש,חזק,פעיל,רגיל,יסודי בלבד,יהודי,ממלכתי,רשמי,429,"3,327,556",88,76,0,0,0,0,0,0,0,0,"332,325",0,"53,426",0,0,0,0,0,249,0,9.0,0.0,"3,713,307", 
תשעו,מרכז,אלפי מנשה,440966,"חט""ב חצב",חזק,פעיל,רגיל,"חט""ב בלבד",יהודי,ממלכתי,רשמי,761,"6,811,411",116,249,0,0,0,0,150,"21,063",0,0,"903,584",0,"66,590",0,0,0,0,0,432,14,13.0,2.0,"7,802,648", 
תשעו,מרכז,אלעד,189001,אולפנת נחלה דרכא,בינוני - חזק,פעיל,רגיל,"חט""ב ועליונה",יהודי,ממלכתי דתי,רשמי,314,"2,812,691",49,91,0,0,104,"691,332",60,"8,425","2,310,085",0,"316,843",0,"534,719",0,0,0,0,0,290,0,12.0,0.0,"6,674,095", 
תשעו,מרכז,אלעד,241018,תת מעיין החינוך אלעד,בינוני - חזק,פעיל,רגיל,יסודי בלבד,יהודי,חרדי,מוכר,0,0,0,0,0,0,0,0,0,0,0,0,"213,492",0,"209,117",393,"2,242,973",0,0,0,193,0,9.0,0.0,"2,665,582", 
תשעו,מרכז,אלעד,242610,ישיבת נר ישראל,חזק,פעיל,רגיל,עליונה בלבד,יהודי,חרדי,תרבותי-ייחודי,0,0,0,0,0,0,0,0,0,0,"667,866",0,0,0,"5,633",0,0,0,0,0,98,0,4.0,0.0,"673,499", 
תשעו,מרכז,אלעד,282350,"ת""ת קהל חסידים אלעד",בינוני - חזק,פעיל,רגיל,יסודי בלבד,יהודי,חרדי,פטור,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"62,712",0,0,293,"1,201,852","180,784",320,0,13.0,0.0,"1,445,347", 
תשעו,מרכז,אלעד,338145,שיר חדש,בינוני,פעיל,רגיל,יסודי בלבד,יהודי,חרדי,מוכר,0,0,0,0,0,0,0,0,0,0,0,0,"520,471",0,"3,122,413",0,0,0,0,0,168,53,7.5,6.0,"3,642,885", 
תשעו,מרכז,אלעד,338178,"ת""ת אור התורה",בינוני - חזק,פעיל,רגיל,יסודי בלבד,יהודי,חרדי,פטור,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"8,364",0,0,177,"728,921","111,252",170,0,8.0,0.0,"848,537", 
תשעו,מרכז,אלעד,338285,"ב""י החדש",בינוני - חזק,פעיל,רגיל,יסודי בלבד,יהודי,חרדי,מוכר,0,0,0,0,0,0,0,0,0,0,0,0,"832,407",0,"712,431","1,418","8,702,124",0,0,0,947,0,31.0,0.0,"10,246,962", 
תשעו,מרכז,אלעד,338459,תלמוד תורה דרכי שלום,בינוני - חזק,פעיל,רגיל,יסודי בלבד,יהודי,חרדי,פטור,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"9,931",0,0,233,"958,878","139,065",275,0,10.0,0.0,"1,107,873", 
תשעו,מרכז,אלעד,338673,ישיבת אהל יעקב,בינוני - חזק,פעיל,רגיל,עליונה בלבד,יהודי,חרדי,תרבותי-ייחודי,0,0,0,0,0,0,0,0,0,0,"823,405",0,0,0,"5,921",0,0,0,0,0,112,0,4.0,0.0,"829,326", 
תשעו,מרכז,אלעד,338749,בית מרגלית החדש,בינוני,פעיל,רגיל,יסודי בלבד,יהודי,חרדי,מוכר,0,0,0,0,0,0,0,0,0,0,0,0,"390,109",0,"402,396",719,"4,103,556",0,0,0,420,0,16.0,0.0,"4,896,061", 
תשעו,מרכז,אלעד,338830,עטרת עמרם אוהל אשר, ,פעיל,מיוחד,יסודי ועליונה,יהודי,חרדי,מוכר,0,0,0,0,0,0,0,0,0,0,0,0,"785,546",0,"5,033,720",0,0,0,0,0,0,158,0.0,16.0,"5,819,266", 
תשעו,מרכז,אלעד,343962,"ת""ת זכרון יעקב אלעד",בינוני - חזק,פעיל,רגיל,יסודי בלבד,יהודי,חרדי,פטור,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"10,911",0,0,318,"1,305,983","194,690",344,0,14.0,0.0,"1,511,585", 
תשעו,מרכז,אלעד,350983,דעת יוסף,בינוני,פעיל,רגיל,יסודי בלבד,יהודי,חרדי,מוכר,0,0,0,0,0,0,0,0,0,0,0,0,"436,109",0,"563,797",693,"3,955,166",0,0,0,347,8,15.0,1.0,"4,955,072", 
תשעו,מרכז,אלעד,361519,דרכי אבות,בינוני - חזק,פעיל,רגיל,יסודי בלבד,יהודי,חרדי,מוכר,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"875,822",0,0,0,0,0,144,0,6.0,0.0,"875,822", 
תשעו,מרכז,אלעד,361550,נהורא דהורייתא,בינוני - חזק,פעיל,רגיל,עליונה בלבד,יהודי,חרדי,תרבותי-ייחודי,0,0,0,0,0,0,0,0,0,0,"656,967",0,0,0,"5,995",0,0,0,0,0,95,0,3.0,0.0,"662,962", 
תשעו,מרכז,אלעד,410043,"ת""ת אמרי בינה",בינוני - חזק,פעיל,רגיל,יסודי בלבד,יהודי,חרדי,פטור,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"8,988",0,0,186,"763,631","111,252",209,0,8.0,0.0,"883,871", 
תשעו,מרכז,אלעד,410423,קהילות יעקב עליון,בינוני - חזק,פעיל,רגיל,יסודי בלבד,יהודי,חרדי,פטור,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"7,474",0,0,92,"377,477","55,626",120,0,4.0,0.0,"440,576", 
תשעו,מרכז,אלעד,410555,בית יעקב אור המאיר,בינוני,פעיל,רגיל,יסודי בלבד,יהודי,חרדי,מוכר,0,0,0,0,0,0,0,0,0,0,0,0,"178,939",0,"173,155",286,"1,632,291",0,0,0,162,0,6.5,0.0,"1,984,384", 
תשעו,מרכז,אלעד,412312,בית חינוך כלל חסידי,בינוני - חזק,פעיל,רגיל,יסודי בלבד,יהודי,חרדי,מוכר,0,0,0,0,0,0,0,0,0,0,0,0,"531,470",0,"630,912",944,"5,793,234",0,0,0,573,9,20.0,1.0,"6,955,615", 
תשעו,מרכז,אלעד,412437,תת מרכז חסידי ויזניץ,בינוני - חזק,פעיל,רגיל,יסודי בלבד,יהודי,חרדי,פטור,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"7,174",0,0,78,"321,072","48,673",97,0,3.5,0.0,"376,919", 
תשעו,מרכז,אלעד,413765,קהילת יעקב,חזק,פעיל,רגיל,יסודי בלבד,יהודי,חרדי,פטור,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"33,216",0,0,324,"1,332,016","194,690",405,0,14.0,0.0,"1,559,922", 
תשעו,מרכז,אלעד,413807,"יסודי ממ""ד",חזק,פעיל,רגיל,יסודי בלבד,יהודי,ממלכתי דתי,רשמי,308,"2,426,600",56,50,0,0,0,0,15,"2,106",0,0,"178,436",0,"404,013",0,0,0,0,0,138,0,6.0,0.0,"3,011,155", 
תשעו,מרכז,אלעד,415059,בית מרגלית,בינוני - חזק,פעיל,רגיל,יסודי בלבד,יהודי,חרדי,מוכר,0,0,0,0,0,0,0,0,0,0,0,0,"589,095",0,"623,703",965,"5,507,554",0,0,0,570,16,19.0,2.0,"6,720,352", 
תשעו,מרכז,אלעד,415638,בית יעקב בנות אלעד,בינוני - חזק,פעיל,רגיל,יסודי בלבד,יהודי,חרדי,מוכר,0,0,0,0,0,0,0,0,0,0,0,0,"713,856",0,"1,021,686","1,428","8,763,493",0,0,0,943,0,31.0,0.0,"10,499,035", 
תשעו,מרכז,אלעד,415653,"ממ""ד עמיעד",חזק,פעיל,רגיל,יסודי בלבד,יהודי,ממלכתי דתי,רשמי,642,"5,130,567",135,122,0,0,0,0,20,"2,808",0,0,"611,694",0,"759,487",0,0,0,0,0,336,15,12.0,2.0,"6,504,557", 
תשעו,מרכז,אלעד,415661,מאור ישראל,בינוני,פעיל,רגיל,יסודי בלבד,יהודי,חרדי,מוכר,0,0,0,0,0,0,0,0,0,0,0,0,"486,141",0,"414,124",747,"4,263,361",0,0,0,315,50,13.0,4.0,"5,163,626", 
תשעו,מרכז,אלעד,416297,צמח צדיק ויזניץ,חזק,פעיל,רגיל,יסודי בלבד,יהודי,חרדי,פטור,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"12,096",0,0,348,"1,427,470","208,597",426,0,15.0,0.0,"1,648,163", 
תשעו,מרכז,אלעד,416347,"ת""ת פרי תואר",בינוני - חזק,פעיל,רגיל,יסודי בלבד,יהודי,חרדי,מוכר,0,0,0,0,0,0,0,0,0,0,0,0,"465,285",0,"457,217",761,"4,343,263",0,0,0,456,0,17.0,0.0,"5,265,764", 
תשעו,מרכז,אלעד,416354,"ת""ת דעת זקנים אלעד",חזק,פעיל,רגיל,יסודי בלבד,יהודי,חרדי,פטור,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"10,827",0,0,326,"1,340,694","208,597",317,0,15.0,0.0,"1,560,117", 
תשעו,מרכז,אלעד,416412,בית יעקב ויזניץ,בינוני - חזק,פעיל,רגיל,יסודי בלבד,יהודי,חרדי,מוכר,0,0,0,0,0,0,0,0,0,0,0,0,"415,847",0,"423,927",822,"5,044,532",0,0,0,542,0,18.0,0.0,"5,884,306", 
תשעו,מרכז,אלעד,416545,דרך המלך פרי תואר,בינוני,פעיל,רגיל,יסודי בלבד,יהודי,חרדי,מוכר,0,0,0,0,0,0,0,0,0,0,0,0,"388,499",0,"370,679",715,"4,080,727",0,0,0,432,0,16.0,0.0,"4,839,905", 
תשעו,מרכז,אלעד,420273,אוהל אשר, ,פעיל,מיוחד,יסודי ועליונה,יהודי,חרדי,מוכר,0,0,0,0,0,0,0,0,0,0,0,0,"965,970",0,"4,440,046",0,0,0,0,0,0,129,0.0,14.0,"5,406,016", 
תשעו,מרכז,אלעד,430017,נועם בנים,חזק,פעיל,רגיל,יסודי בלבד,יהודי,ממלכתי דתי,רשמי,382,"2,963,239",65,64,0,0,0,0,0,0,0,0,"216,767",0,"444,773",0,0,0,0,0,176,0,7.5,0.0,"3,624,779", 
תשעו,מרכז,אלעד,430041,כתב סופר אלעד,בינוני - חזק,פעיל,רגיל,יסודי בלבד,יהודי,חרדי,מוכר,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"939,015",0,0,0,0,0,167,0,5.5,0.0,"939,015", 
תשעו,מרכז,אלעד,430165,תורת אמת,בינוני - חזק,פעיל,רגיל,יסודי בלבד,יהודי,חרדי,מוכר,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1,125,044",0,0,0,0,0,83,0,3.0,0.0,"1,125,044", 
תשעו,מרכז,אלעד,430256,שירת שרה,בינוני,פעיל,רגיל,יסודי בלבד,יהודי,חרדי,מוכר,0,0,0,0,0,0,0,0,0,0,0,0,"317,475",0,"2,964,978",0,0,0,0,0,211,56,7.5,6.0,"3,282,453", 
תשעו,מרכז,אלעד,440511,אהל חי'ה,בינוני - חזק,פעיל,רגיל,יסודי בלבד,יהודי,חרדי,מוכר,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1,026,545",0,0,0,0,0,164,0,7.0,0.0,"1,026,545", 
תשעו,מרכז,אלעד,442087,כנסת יחזקאל,בינוני,פעיל,רגיל,עליונה בלבד,יהודי,חרדי,תרבותי-ייחודי,0,0,0,0,0,0,0,0,0,0,"1,036,263",0,0,0,"6,088",0,0,0,0,0,150,0,4.0,0.0,"1,042,352", 
תשעו,מרכז,אלעד,442095,ישיבת צמח צדיק ויז'נ,חזק,פעיל,רגיל,עליונה בלבד,יהודי,חרדי,תרבותי-ייחודי,0,0,0,0,0,0,0,0,0,0,"1,015,008",0,0,0,"5,378",0,0,0,0,0,141,0,3.0,0.0,"1,020,386", 
תשעו,מרכז,אלעד,442111,תיכון קהילתי אהל תמר,בינוני - חזק,פעיל,רגיל,עליונה בלבד,יהודי,חרדי,מוכר,0,0,0,0,0,0,0,0,0,0,"1,604,784",0,375,"46,215","46,814",0,0,0,0,0,99,0,5.0,0.0,"1,698,188", 
תשעו,מרכז,אלעד,442129,אור האמת,בינוני - חזק,פעיל,רגיל,עליונה בלבד,יהודי,חרדי,מוכר,0,0,0,0,0,0,0,0,0,0,"2,023,738",0,385,"1,584","119,791",0,0,0,0,0,145,0,4.0,0.0,"2,145,498", 
תשעו,מרכז,אלעד,442152,אמרי מרדכי,בינוני - חזק,פעיל,רגיל,עליונה בלבד,יהודי,חרדי,תרבותי-ייחודי,0,0,0,0,0,0,0,0,0,0,"1,028,673",0,0,0,"6,372",0,0,0,0,0,137,0,5.0,0.0,"1,035,046", 
תשעו,מרכז,אלעד,442202,מקדש מנחם,בינוני,פעיל,רגיל,עליונה בלבד,יהודי,חרדי,מוכר,0,0,0,0,0,0,0,0,0,0,"2,080,555",0,0,"3,386","32,056",0,0,0,0,0,104,0,4.0,0.0,"2,115,997", 
